audio_id	genre_id	user_id	genre_name	audio_count
1020	1020	66137	Juliane2002	95
778	778	38692	Ima2024	46
1018	1018	69238	Alec223	45
778	778	38692	Ima2024	48
4118	4118	50649	Demarcus1965	72
2430	2430	14160	Kelly1961	14
2934	2934	72618	Reyna735	68
283	283	03987	Garcia2015	60
3710	3710	49882	Shore2014	67
2430	2430	14160	Kelly1961	27
3212	3212	59429	Carmelina1952	7
3211	3211	49427	Frankie759	49
1019	1019	28817	Huynh2024	67
1520	1520	58136	Leonida57	100
2934	2934	72618	Reyna735	97
1521	1521	96272	Deleon2022	4
4121	4121	38019	Selena1997	19
1020	1020	66137	Juliane2002	92
1520	1520	58136	Leonida57	80
4619	4619	73699	Moises227	12
278	278	13851	Avery423	17
2931	2931	70343	Augustus2015	72
279	279	40220	Layman2016	80
1018	1018	69238	Alec223	94
3210	3210	54393	Tracey1973	16
2931	2931	70343	Augustus2015	63
4616	4616	68037	Cathie826	66
4122	4122	50330	Denis561	12
2431	2431	44984	Sharron2018	97
2430	2430	14160	Kelly1961	32
1020	1020	66137	Juliane2002	73
1519	1519	94241	Johnny1968	61
1019	1019	28817	Huynh2024	7
3711	3711	52868	Mccallum319	34
3713	3713	38962	Austin33	10
779	779	51331	Cowles2007	6
4618	4618	35446	Malcolm211	31
3211	3211	49427	Frankie759	97
1519	1519	94241	Johnny1968	75
2931	2931	70343	Augustus2015	13
4620	4620	12541	Broderick1993	74
3712	3712	95811	Sandlin2020	55
3713	3713	38962	Austin33	29
4118	4118	50649	Demarcus1965	25
2431	2431	44984	Sharron2018	43
4119	4119	22947	Carl1976	67
2932	2932	51175	Dotson12	53
780	780	84963	Mitchell1965	22
2432	2432	07102	Iva2027	96
1520	1520	58136	Leonida57	33
3211	3211	49427	Frankie759	90
279	279	40220	Layman2016	22
4617	4617	15697	Bussey1990	45
2933	2933	51459	Arnold2027	35
4617	4617	15697	Bussey1990	53
1020	1020	66137	Juliane2002	63
1521	1521	96272	Deleon2022	55
780	780	84963	Mitchell1965	65
280	280	78565	Josie2001	43
4120	4120	84822	Dell356	43
4123	4123	72147	Gonzalez74	71
2433	2433	56833	Yevette2014	34
4621	4621	14148	Gunderson2001	85
2431	2431	44984	Sharron2018	30
3212	3212	59429	Carmelina1952	12
2434	2434	04098	Tomas2019	16
3712	3712	95811	Sandlin2020	50
2932	2932	51175	Dotson12	94
1521	1521	96272	Deleon2022	82
3710	3710	49882	Shore2014	45
1021	1021	43781	Cathey56	58
1521	1521	96272	Deleon2022	50
3713	3713	38962	Austin33	87
1521	1521	96272	Deleon2022	95
4616	4616	68037	Cathie826	9
4618	4618	35446	Malcolm211	51
781	781	27978	Maupin1995	41
2935	2935	49923	Jade277	72
4119	4119	22947	Carl1976	46
784	784	11421	Diggs287	31
284	284	33534	Dana533	44
785	785	67993	Rojas8	30
2932	2932	51175	Dotson12	37
4617	4617	15697	Bussey1990	1
4121	4121	38019	Selena1997	40
3712	3712	95811	Sandlin2020	3
281	281	72889	Christy2	26
1021	1021	43781	Cathey56	90
280	280	78565	Josie2001	59
1520	1520	58136	Leonida57	18
285	285	78498	Christin368	36
1019	1019	28817	Huynh2024	26
2433	2433	56833	Yevette2014	11
1021	1021	43781	Cathey56	4
1020	1020	66137	Juliane2002	28
3212	3212	59429	Carmelina1952	49
4124	4124	62784	Kelly4	59
4615	4615	66935	Emil1	4
3213	3213	89550	Sturgill2011	57
4619	4619	73699	Moises227	73
3210	3210	54393	Tracey1973	92
786	786	48962	Gia2020	4
2432	2432	07102	Iva2027	97
3214	3214	93919	Nida2	53
2933	2933	51459	Arnold2027	83
782	782	52777	Rau8	49
278	278	13851	Avery423	16
1522	1522	93329	Donte826	68
1520	1520	58136	Leonida57	35
4122	4122	50330	Denis561	49
3711	3711	52868	Mccallum319	95
4118	4118	50649	Demarcus1965	77
3714	3714	11764	Damian468	11
2931	2931	70343	Augustus2015	34
4620	4620	12541	Broderick1993	8
1021	1021	43781	Cathey56	28
779	779	51331	Cowles2007	19
2934	2934	72618	Reyna735	20
1019	1019	28817	Huynh2024	80
282	282	39148	Adler872	36
1022	1022	31246	Leora742	18
1022	1022	31246	Leora742	25
783	783	22592	Reinhardt87	17
4120	4120	84822	Dell356	36
4618	4618	35446	Malcolm211	95
2432	2432	07102	Iva2027	82
3212	3212	59429	Carmelina1952	87
4616	4616	68037	Cathie826	57
1021	1021	43781	Cathey56	67
2431	2431	44984	Sharron2018	31
283	283	03987	Garcia2015	34
784	784	11421	Diggs287	54
1522	1522	93329	Donte826	48
3712	3712	95811	Sandlin2020	69
286	286	65500	Hicks13	47
2435	2435	58419	Patti2028	14
3715	3715	56800	Mellie31	69
1020	1020	66137	Juliane2002	61
3211	3211	49427	Frankie759	17
3214	3214	93919	Nida2	37
4622	4622	97094	Eva2004	100
3715	3715	56800	Mellie31	42
787	787	87327	Berry1974	67
2932	2932	51175	Dotson12	57
3215	3215	33474	Traci369	2
3716	3716	13878	Joaquin261	96
2936	2936	55916	Rosario563	98
3713	3713	38962	Austin33	83
4120	4120	84822	Dell356	92
2436	2436	22224	Barton133	14
1522	1522	93329	Donte826	83
4123	4123	72147	Gonzalez74	57
2434	2434	04098	Tomas2019	89
2433	2433	56833	Yevette2014	3
287	287	26494	Rufus1960	47
4121	4121	38019	Selena1997	90
4621	4621	14148	Gunderson2001	26
4119	4119	22947	Carl1976	88
1522	1522	93329	Donte826	39
4121	4121	38019	Selena1997	61
1520	1520	58136	Leonida57	63
3213	3213	89550	Sturgill2011	3
3216	3216	25532	Armida1969	92
4125	4125	13193	Jenifer2027	27
2434	2434	04098	Tomas2019	1
3213	3213	89550	Sturgill2011	94
2433	2433	56833	Yevette2014	74
3714	3714	11764	Damian468	8
2935	2935	49923	Jade277	74
1022	1022	31246	Leora742	34
4619	4619	73699	Moises227	30
3212	3212	59429	Carmelina1952	25
4124	4124	62784	Kelly4	66
4617	4617	15697	Bussey1990	33
1523	1523	28198	Floria4	24
279	279	40220	Layman2016	92
1521	1521	96272	Deleon2022	58
4618	4618	35446	Malcolm211	65
3214	3214	93919	Nida2	47
3717	3717	32137	Ardath1969	20
1522	1522	93329	Donte826	42
1022	1022	31246	Leora742	56
2934	2934	72618	Reyna735	3
2431	2431	44984	Sharron2018	66
788	788	63041	Malcom3	54
1523	1523	28198	Floria4	6
781	781	27978	Maupin1995	1
288	288	69560	Margurite958	69
789	789	78790	Runyan5	40
2435	2435	58419	Patti2028	19
4619	4619	73699	Moises227	27
4622	4622	97094	Eva2004	93
4122	4122	50330	Denis561	86
1020	1020	66137	Juliane2002	3
1022	1022	31246	Leora742	94
4122	4122	50330	Denis561	34
1022	1022	31246	Leora742	36
2934	2934	72618	Reyna735	58
3213	3213	89550	Sturgill2011	20
4125	4125	13193	Jenifer2027	39
289	289	46913	Hank51	36
4620	4620	12541	Broderick1993	62
2933	2933	51459	Arnold2027	4
2937	2937	98801	Garrett29	3
2934	2934	72618	Reyna735	66
790	790	58227	Giuseppe928	6
1021	1021	43781	Cathey56	45
4623	4623	24578	Alec78	45
780	780	84963	Mitchell1965	55
1523	1523	28198	Floria4	5
280	280	78565	Josie2001	28
781	781	27978	Maupin1995	70
2932	2932	51175	Dotson12	50
3715	3715	56800	Mellie31	34
2936	2936	55916	Rosario563	16
3215	3215	33474	Traci369	18
2434	2434	04098	Tomas2019	43
290	290	01602	Beaudoin2002	6
284	284	33534	Dana533	37
785	785	67993	Rojas8	48
2433	2433	56833	Yevette2014	43
1523	1523	28198	Floria4	55
1520	1520	58136	Leonida57	50
3714	3714	11764	Damian468	42
2436	2436	22224	Barton133	41
4123	4123	72147	Gonzalez74	16
2434	2434	04098	Tomas2019	4
2432	2432	07102	Iva2027	55
2937	2937	98801	Garrett29	31
2934	2934	72618	Reyna735	46
1521	1521	96272	Deleon2022	18
3713	3713	38962	Austin33	48
4623	4623	24578	Alec78	56
4126	4126	46286	Merrick1958	45
2434	2434	04098	Tomas2019	15
281	281	72889	Christy2	28
3213	3213	89550	Sturgill2011	53
4621	4621	14148	Gunderson2001	12
791	791	49336	Holloman1	93
1021	1021	43781	Cathey56	33
4124	4124	62784	Kelly4	64
291	291	35184	Norene66	99
1023	1023	03873	Michel1984	65
782	782	52777	Rau8	41
2935	2935	49923	Jade277	73
4622	4622	97094	Eva2004	30
1523	1523	28198	Floria4	1
2432	2432	07102	Iva2027	98
1522	1522	93329	Donte826	37
4120	4120	84822	Dell356	63
3714	3714	11764	Damian468	42
1022	1022	31246	Leora742	53
281	281	72889	Christy2	6
2935	2935	49923	Jade277	92
2935	2935	49923	Jade277	69
1023	1023	03873	Michel1984	22
3716	3716	13878	Joaquin261	21
282	282	39148	Adler872	35
4121	4121	38019	Selena1997	33
783	783	22592	Reinhardt87	32
2935	2935	49923	Jade277	28
4618	4618	35446	Malcolm211	1
3215	3215	33474	Traci369	81
3216	3216	25532	Armida1969	18
4619	4619	73699	Moises227	25
3214	3214	93919	Nida2	71
1522	1522	93329	Donte826	98
1022	1022	31246	Leora742	99
3716	3716	13878	Joaquin261	93
1523	1523	28198	Floria4	63
1023	1023	03873	Michel1984	26
2434	2434	04098	Tomas2019	57
1023	1023	03873	Michel1984	61
1524	1524	18571	Earnestine9	62
4122	4122	50330	Denis561	57
4125	4125	13193	Jenifer2027	14
3217	3217	92958	Hargrove2002	50
1024	1024	39864	Normand2018	65
1023	1023	03873	Michel1984	81
1524	1524	18571	Earnestine9	4
4121	4121	38019	Selena1997	91
792	792	65419	Huston1989	53
2935	2935	49923	Jade277	30
4623	4623	24578	Alec78	81
1020	1020	66137	Juliane2002	34
2933	2933	51459	Arnold2027	53
4126	4126	46286	Merrick1958	16
4624	4624	50962	Meyers2002	82
1024	1024	39864	Normand2018	5
2435	2435	58419	Patti2028	87
4126	4126	46286	Merrick1958	27
3717	3717	32137	Ardath1969	99
1525	1525	01541	William2017	37
2933	2933	51459	Arnold2027	79
2435	2435	58419	Patti2028	7
1521	1521	96272	Deleon2022	28
4624	4624	50962	Meyers2002	60
3714	3714	11764	Damian468	49
4620	4620	12541	Broderick1993	78
2437	2437	12540	Bishop1982	55
4123	4123	72147	Gonzalez74	77
2938	2938	84275	Henrietta7	62
4624	4624	50962	Meyers2002	87
283	283	03987	Garcia2015	55
4619	4619	73699	Moises227	99
2433	2433	56833	Yevette2014	94
292	292	38441	Ricks1995	32
4620	4620	12541	Broderick1993	8
782	782	52777	Rau8	84
4123	4123	72147	Gonzalez74	84
2438	2438	85115	Mahan2023	40
3214	3214	93919	Nida2	72
1524	1524	18571	Earnestine9	56
4127	4127	99921	Lopes2013	90
4625	4625	55495	Albert1951	11
2435	2435	58419	Patti2028	86
2437	2437	12540	Bishop1982	3
4122	4122	50330	Denis561	5
2934	2934	72618	Reyna735	47
3715	3715	56800	Mellie31	2
3215	3215	33474	Traci369	100
2936	2936	55916	Rosario563	3
285	285	78498	Christin368	83
1523	1523	28198	Floria4	59
2936	2936	55916	Rosario563	80
2435	2435	58419	Patti2028	82
1023	1023	03873	Michel1984	52
3715	3715	56800	Mellie31	67
2436	2436	22224	Barton133	4
282	282	39148	Adler872	90
1521	1521	96272	Deleon2022	15
1021	1021	43781	Cathey56	22
2434	2434	04098	Tomas2019	37
786	786	48962	Gia2020	1
3216	3216	25532	Armida1969	61
1524	1524	18571	Earnestine9	48
4127	4127	99921	Lopes2013	40
784	784	11421	Diggs287	50
3713	3713	38962	Austin33	6
3214	3214	93919	Nida2	26
4128	4128	13894	Norbert2012	78
4127	4127	99921	Lopes2013	23
4625	4625	55495	Albert1951	56
3718	3718	27880	Matt2012	69
1024	1024	39864	Normand2018	65
783	783	22592	Reinhardt87	25
2936	2936	55916	Rosario563	38
4128	4128	13894	Norbert2012	93
286	286	65500	Hicks13	22
1522	1522	93329	Donte826	66
3715	3715	56800	Mellie31	36
3215	3215	33474	Traci369	71
2937	2937	98801	Garrett29	33
2433	2433	56833	Yevette2014	60
2436	2436	22224	Barton133	56
4625	4625	55495	Albert1951	81
1022	1022	31246	Leora742	86
3218	3218	03561	Cody361	76
3716	3716	13878	Joaquin261	6
3216	3216	25532	Armida1969	49
4621	4621	14148	Gunderson2001	52
2936	2936	55916	Rosario563	43
283	283	03987	Garcia2015	46
787	787	87327	Berry1974	71
3712	3712	95811	Sandlin2020	10
287	287	26494	Rufus1960	85
3212	3212	59429	Carmelina1952	55
3716	3716	13878	Joaquin261	68
3216	3216	25532	Armida1969	82
2938	2938	84275	Henrietta7	43
2435	2435	58419	Patti2028	20
1025	1025	55274	Ryan2000	29
1523	1523	28198	Floria4	80
2936	2936	55916	Rosario563	11
1525	1525	01541	William2017	5
1526	1526	79622	Van2000	24
1525	1525	01541	William2017	2
3217	3217	92958	Hargrove2002	23
793	793	95627	Catherina2005	47
1026	1026	30732	Sidney932	26
3215	3215	33474	Traci369	17
293	293	53964	Hunter1956	76
2436	2436	22224	Barton133	26
4626	4626	70278	Ingle948	93
4124	4124	62784	Kelly4	93
794	794	20360	Floria476	6
3717	3717	32137	Ardath1969	18
4621	4621	14148	Gunderson2001	71
4620	4620	12541	Broderick1993	57
784	784	11421	Diggs287	95
1021	1021	43781	Cathey56	24
2935	2935	49923	Jade277	40
3717	3717	32137	Ardath1969	4
2437	2437	12540	Bishop1982	11
2937	2937	98801	Garrett29	85
2939	2939	01219	Amberly749	6
788	788	63041	Malcom3	6
2938	2938	84275	Henrietta7	53
4124	4124	62784	Kelly4	27
1522	1522	93329	Donte826	51
3217	3217	92958	Hargrove2002	27
284	284	33534	Dana533	92
785	785	67993	Rojas8	1
4123	4123	72147	Gonzalez74	42
284	284	33534	Dana533	43
3718	3718	27880	Matt2012	9
1025	1025	55274	Ryan2000	65
2436	2436	22224	Barton133	94
785	785	67993	Rojas8	8
4622	4622	97094	Eva2004	35
2437	2437	12540	Bishop1982	83
3716	3716	13878	Joaquin261	98
3719	3719	05993	Lorette2004	12
285	285	78498	Christin368	96
4622	4622	97094	Eva2004	64
786	786	48962	Gia2020	30
2438	2438	85115	Mahan2023	77
4129	4129	72933	Mcmillian2000	90
294	294	43167	Zack1974	35
1023	1023	03873	Michel1984	31
1527	1527	90156	Ivan2018	73
4621	4621	14148	Gunderson2001	5
2438	2438	85115	Mahan2023	9
795	795	36094	Jalisa876	31
1524	1524	18571	Earnestine9	16
3218	3218	03561	Cody361	2
286	286	65500	Hicks13	6
3216	3216	25532	Armida1969	100
2937	2937	98801	Garrett29	53
1022	1022	31246	Leora742	70
288	288	69560	Margurite958	19
4627	4627	84405	Zachariah2016	14
3717	3717	32137	Ardath1969	93
4626	4626	70278	Ingle948	95
4129	4129	72933	Mcmillian2000	56
1024	1024	39864	Normand2018	43
295	295	43903	Flossie1953	95
3219	3219	40661	Kaci2006	15
1523	1523	28198	Floria4	6
1525	1525	01541	William2017	9
4124	4124	62784	Kelly4	98
3213	3213	89550	Sturgill2011	6
789	789	78790	Runyan5	78
4627	4627	84405	Zachariah2016	95
787	787	87327	Berry1974	37
2939	2939	01219	Amberly749	20
1025	1025	55274	Ryan2000	62
2435	2435	58419	Patti2028	70
4622	4622	97094	Eva2004	25
285	285	78498	Christin368	61
1524	1524	18571	Earnestine9	45
1526	1526	79622	Van2000	91
3713	3713	38962	Austin33	2
786	786	48962	Gia2020	10
1023	1023	03873	Michel1984	33
2937	2937	98801	Garrett29	24
4128	4128	13894	Norbert2012	90
2439	2439	73975	Lynelle1963	58
1026	1026	30732	Sidney932	74
4125	4125	13193	Jenifer2027	37
3217	3217	92958	Hargrove2002	52
1527	1527	90156	Ivan2018	39
4626	4626	70278	Ingle948	7
2938	2938	84275	Henrietta7	55
4125	4125	13193	Jenifer2027	97
4129	4129	72933	Mcmillian2000	54
4627	4627	84405	Zachariah2016	3
1523	1523	28198	Floria4	69
2439	2439	73975	Lynelle1963	8
1024	1024	39864	Normand2018	56
3719	3719	05993	Lorette2004	65
287	287	26494	Rufus1960	99
3714	3714	11764	Damian468	73
4130	4130	23270	Diaz2006	59
3717	3717	32137	Ardath1969	99
1525	1525	01541	William2017	62
3217	3217	92958	Hargrove2002	15
289	289	46913	Hank51	88
286	286	65500	Hicks13	95
4623	4623	24578	Alec78	32
3213	3213	89550	Sturgill2011	88
4623	4623	24578	Alec78	68
790	790	58227	Giuseppe928	52
3718	3718	27880	Matt2012	60
1526	1526	79622	Van2000	12
4130	4130	23270	Diaz2006	12
3720	3720	75041	Kenneth951	43
1524	1524	18571	Earnestine9	53
1026	1026	30732	Sidney932	35
788	788	63041	Malcom3	2
3220	3220	69828	Gail9	78
1024	1024	39864	Normand2018	63
290	290	01602	Beaudoin2002	24
3217	3217	92958	Hargrove2002	87
2936	2936	55916	Rosario563	21
791	791	49336	Holloman1	2
4126	4126	46286	Merrick1958	41
1025	1025	55274	Ryan2000	43
1023	1023	03873	Michel1984	90
291	291	35184	Norene66	45
1024	1024	39864	Normand2018	96
1525	1525	01541	William2017	34
2940	2940	24650	Archuleta46	26
1524	1524	18571	Earnestine9	5
4628	4628	54380	Ivory1966	4
2438	2438	85115	Mahan2023	12
1027	1027	10901	Jeannette1986	35
2440	2440	48148	Slocum2011	34
3219	3219	40661	Kaci2006	8
4126	4126	46286	Merrick1958	16
1024	1024	39864	Normand2018	34
3721	3721	00197	Winford2025	81
792	792	65419	Huston1989	57
2934	2934	72618	Reyna735	15
2437	2437	12540	Bishop1982	93
288	288	69560	Margurite958	98
796	796	49484	Brian1981	30
4624	4624	50962	Meyers2002	83
2941	2941	15370	Blunt894	72
789	789	78790	Runyan5	10
2441	2441	14069	Hilario296	5
4130	4130	23270	Diaz2006	80
4628	4628	54380	Ivory1966	29
2939	2939	01219	Amberly749	38
2436	2436	22224	Barton133	61
4131	4131	15254	Thatcher372	52
1525	1525	01541	William2017	40
2940	2940	24650	Archuleta46	45
3718	3718	27880	Matt2012	88
2937	2937	98801	Garrett29	72
2434	2434	04098	Tomas2019	73
2440	2440	48148	Slocum2011	1
2437	2437	12540	Bishop1982	60
4629	4629	19051	Florencio2010	30
296	296	82560	Emmitt525	83
1528	1528	60629	Shon2012	2
787	787	87327	Berry1974	57
3218	3218	03561	Cody361	19
292	292	38441	Ricks1995	2
4132	4132	19164	Tegan1962	42
1525	1525	01541	William2017	28
1025	1025	55274	Ryan2000	11
3714	3714	11764	Damian468	31
3214	3214	93919	Nida2	94
3218	3218	03561	Cody361	79
3214	3214	93919	Nida2	35
2938	2938	84275	Henrietta7	95
3221	3221	63504	Gertie831	33
1025	1025	55274	Ryan2000	90
2938	2938	84275	Henrietta7	11
797	797	98802	Freddy2022	72
289	289	46913	Hank51	15
1527	1527	90156	Ivan2018	34
4125	4125	13193	Jenifer2027	5
1027	1027	10901	Jeannette1986	47
793	793	95627	Catherina2005	66
3719	3719	05993	Lorette2004	33
293	293	53964	Hunter1956	31
1526	1526	79622	Van2000	67
2437	2437	12540	Bishop1982	57
4624	4624	50962	Meyers2002	63
1025	1025	55274	Ryan2000	31
3219	3219	40661	Kaci2006	61
2438	2438	85115	Mahan2023	15
4127	4127	99921	Lopes2013	21
287	287	26494	Rufus1960	36
1023	1023	03873	Michel1984	20
4625	4625	55495	Albert1951	44
2939	2939	01219	Amberly749	7
3719	3719	05993	Lorette2004	17
794	794	20360	Floria476	56
3219	3219	40661	Kaci2006	22
